Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,-2.74176668391975,7.40915634677567,2.38138344313231,10.6410255604547,0.993682599830237,18.0681369461751,5.80004859985328,3.53364666780276,11.6757716993111,1.75298141747989
Afghanistan,AFG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,1066.68509200014,1145.71745819417,1173.00138404869,1297.82076114979,1310.71698023032,1547.53911919511,1637.29714021017,1695.15343604723,1893.07568119314,1926.26094610328
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,921.29018421896,1021.28878846907,1077.75296492359,1224.08279492404,1260.39613989233,1499.58013092562,1605.76127605593,1695.15343604723,1926.17204371973,1989.61329242518
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5285461998.97866,6275076015.72254,7057597615.29559,9843851008.65578,10190534636.4958,12486950468.7364,15936784436.1811,17870159081.5143,20506795254.3514,20724663536.8245
Albania,ALB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,3,2.5,,,,,,,
Albania,ALB,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,4.5,5,,,,,,,
Albania,ALB,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,4,4.16666666666667,,,,,,,
Albania,ALB,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,
Albania,ALB,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,3,3,,,,,,,
Albania,ALB,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,4,4,,,,,,,
Albania,ALB,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,3.3,3.3,,,,,,,
Albania,ALB,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,3,3,,,,,,,
Albania,ALB,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,3,3,,,,,,,
Albania,ALB,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,3.4,3.5,,,,,,,
Albania,ALB,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,4.5,4.5,,,,,,,
Albania,ALB,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,4,4,,,,,,,
Albania,ALB,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,3.5,3.5,,,,,,,
Albania,ALB,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,4,4,,,,,,,
Albania,ALB,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,3.5,3.5,,,,,,,
Albania,ALB,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,3.5,4,,,,,,,
Albania,ALB,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,4,4,,,,,,,
Albania,ALB,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,4,4,,,,,,,
Albania,ALB,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,3.5,3.5,,,,,,,
Albania,ALB,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,3,3.5,,,,,,,
Albania,ALB,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,,,0.96,1.45,,,0.85,,,,,
Albania,ALB,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,,,0.11,0.17,,,0.19,,,,,
Albania,ALB,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,,,5.57,7.85,,,4.25,,,,,
Albania,ALB,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,,,0.53,0.85,,,0.62,,,,,
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.57564019879256,-29.5889976734059,-7.20000000000015,9.60000000000029,8.30000000000001,13.2999999999999,9.09999999999994,5.90000000000006,5.49999999999984,5.00000000000007,5.89999999999999,7.70000000000005,3.3,3.49999999999953,3.0000000000008,1.29998720594548,1.30005271597067
Albania,ALB,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1710.13555291463,1211.40407918608,1131.02113499453,1247.18589630425,1359.01952670003,1549.30977008487,1700.83506127214,2633.79895324546,2798.94963267007,2963.35072563569,3167.15782188663,3444.19697234036,3592.70991186371,3754.41999000597,3904.41461112399,3994.21385612439,4087.07596561401
Albania,ALB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,99935.7687149594,70791.229193246,66093.8639430684,72882.2233215348,79417.4829404225,90537.5381426019,99392.2727446337,153912.198705326,163563.164720253,173170.326898185,185080.270995124,201269.701369545,209948.402160303,219398.30859641,228163.59491479,233411.223714649,238837.838160809
Albania,ALB,GDP per capita (current LCU),NY.GDP.PCAP.CN,5115.71118823371,5021.44298960141,16394.0134454806,38837.5747976551,58577.9886766664,70501.9527245259,99392.2731082662,254224.297715867,279537.984327969,301862.184427956,329040.977530535,371040.0136787,396607.58858381,433946.96723638,459692.183350983,476673.937952479,491607.923859408
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,639.463898529214,348.711327960015,218.492162446494,380.527370950693,619.064922699109,760.559358125039,951.132091292501,2476.11588551025,2798.94963267007,3076.97984400088,3638.71081304039,4422.69244598222,4175.77934896371,4175.12023926535,4556.14434165204,4406.11637841688,4652.35139506218
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-11.1879053273048,-29.1632714657357,-6.63551869872843,10.2707860813126,8.96687740994957,14.0020242274883,9.7801804463526,6.57026672712846,6.2704360642677,5.87367100310384,6.87758942901444,8.74724803858055,4.31197578756462,4.50106137454259,3.99514762645887,2.29994132140962,2.32491581158682
Albania,ALB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4430.65082759978,3138.52809904799,2930.27048017082,3231.23229279301,3520.97293131847,4013.98041420498,4406.55494179548,6823.69505273419,7251.57048823649,7677.50388127367,8205.53107662432,8923.28923277946,9308.05930395127,9727.02076600094,10115.629605259,10348.2831504711,10588.8720216642
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2843.95097625154,2081.56884862472,1987.76479745885,2244.08711836697,2497.36719838458,2906.43838066084,3248.96675403622,5840.28444874113,6405.56256295092,7243.90272023799,7728.11575371867,8873.77897924489,9520.72127699395,9481.92675888712,10115.629605259,10154.4851388483,10488.8225273186
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2101624960,1139166679.0665,709452572.658102,1228071037.41335,1985673025.89461,2424498952.88127,3013217852.57366,7464446950.02559,8376483740.48289,9132562332.43024,10701011855.8542,12881352687.7775,12044212903.5541,11926953259.2629,12890867763.1768,12344532541.1994,12903854876.3724
Algeria,DZA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,
Algeria,DZA,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,6.45,,,,,,,,,,,
Algeria,DZA,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,1.36,,,,,,,,,,,
Algeria,DZA,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,23.61,,,,,,,,,,,
Algeria,DZA,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,6.79,,,,,,,,,,,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.800000618836293,-1.20000061392489,1.80000231464599,-2.10000075536301,-0.899996563024587,3.79999480951305,4.09999847712979,4.29999999999995,5.90000000000018,1.69999999999983,3.40000000000005,2.00000000000016,1.59997965819602,3.60016906640861,2.80001825165273,3.2999913838345,2.69992922859166
Algeria,DZA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,2544.47821257114,2452.81457258576,2438.79334733881,2334.80241771347,2265.89326717858,2306.85021363894,2358.80623516096,2912.29029863659,3038.74871341846,3041.48075683077,3092.0391294172,3098.40981911807,3091.0582583733,3143.62913753162,3171.73508372575,3215.2069872791,3240.83222754101
Algeria,DZA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8136.46361613475,7843.35131201726,7798.51571919834,7465.9845105897,7245.63410893338,7376.60190541763,7542.74138213411,9312.61424735676,9716.98960641597,9725.72584621245,9887.39606881765,9907.76758731002,9884.25954301784,10052.3651465269,10142.2393720069,10281.2492325899,10363.1909187146
Algeria,DZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,21181.638246889,31401.4485937449,38067.7055291253,41409.837959255,51873.3011380581,67902.732160703,86110.9765818352,183767.768450431,222667.353691979,246372.709196402,266486.450154789,309127.696539074,273972.530035894,323546.991297478,384498.639169247,411702.210180136,425470.272872043
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2364.54987875943,1699.85651058312,1743.34606877112,1773.82048306879,1479.60021499742,1424.64248422937,1572.83193698246,2549.95719297899,3038.74871341846,3391.36782568837,3845.84729635434,4786.5180703757,3771.28484363971,4349.56932474256,5271.59031215714,5309.82236863154,5360.70114645178
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.74734823162949,-3.60245332549938,-0.571638207129894,-4.26403203612227,-2.95139109040177,1.80754085170791,2.25224946183502,2.87270283367265,4.34223246360692,0.0899068554185476,1.66229467251704,0.206035222525585,-0.237268830592001,1.70074048316353,0.894060493923092,1.37060323153744,0.797001261918396
Algeria,DZA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,10112.7963791015,9748.48760964161,9692.76152984757,9279.45907302994,9005.58594471105,9168.36558959737,9374.86005424815,11574.6319388542,12077.2293644462,12088.0876215895,12289.0272581323,12314.3469827898,12285.1288757087,12494.0670359067,12605.771553359,12778.5466656296,12880.3918438095
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6550.4580896322,6524.50895851905,6635.14842366213,6503.39334106307,6445.81031662145,6699.21047199489,6975.20057443069,9996.94743199087,10765.602686302,11106.5276235713,11590.8045882278,11841.5765085119,11904.4067703149,12253.4196963971,12605.771553359,13001.9521095905,13304.0120425689
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,62045098370.0829,45715368143.9784,48003297248.8691,49946456681.2384,42542573602.1669,41764054034.6543,46941496308.2845,85324997369.5015,103198650297.779,117026655313.743,134977867931.582,171000162581.484,137211795394.166,161207304960.455,199070864637.558,204331017992.08,210183410526.104
American Samoa,ASM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,
American Samoa,ASM,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,
American Samoa,ASM,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,
American Samoa,ASM,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,
American Samoa,ASM,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,
American Samoa,ASM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,
Andorra,ADO,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,
Andorra,ADO,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,
Andorra,ADO,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,
Andorra,ADO,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,
Andorra,ADO,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,
Andorra,ADO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.78139347786195,2.54600064091008,0.929215382789891,-1.03149171388441,2.38319527749557,2.75749397727299,4.64974195875183,6.48481011604645,5.91786270004999,6.78993514743939,1.42807150014271,3.57073718591123,,,,,
Andorra,ADO,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,24462.5413132938,24127.9588083558,23430.2303451144,22390.6745147756,22301.3434165423,22504.6594663839,23397.17303918,30329.589913021,31268.9667449795,33125.3867916878,33840.2247913488,35628.4107009666,,,,,
Andorra,ADO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11564.5489534222,11406.3766806498,11076.5288996686,10585.0838721139,10542.8530243311,10638.9697107087,11060.9012170067,14338.1680093778,14782.2538964394,15659.8675602579,15997.8037924332,16843.160095556,,,,,
